p,d,t
1,20,4.864e-06
1,20,4.492e-06
1,20,4.526e-06
1,20,4.443e-06
1,21,5.547e-06
1,21,4.875e-06
1,21,4.71e-06
1,21,4.586e-06
1,21,4.586e-06
1,22,5.896e-06
1,22,5.336e-06
1,22,5.098e-06
1,22,4.9e-06
1,22,5.082e-06
1,23,6.23e-06
1,23,5.612e-06
1,23,5.661e-06
1,23,5.453e-06
1,23,5.426e-06
1,24,6.651e-06
1,24,6.37e-06
1,24,6.152e-06
1,24,6.201e-06
1,24,5.965e-06
1,25,6.712e-06
1,25,6.579e-06
1,25,6.851e-06
1,25,6.367e-06
1,25,6.185e-06
1,26,7.523e-06
1,26,7.131e-06
1,26,7.42e-06
1,26,6.96e-06
1,26,6.979e-06
1,27,7.705e-06
1,27,7.04e-06
1,27,6.77e-06
1,27,6.673e-06
1,27,6.589e-06
1,28,8.831e-06
1,28,7.769e-06
1,28,7.413e-06
1,28,7.224e-06
1,28,7.157e-06
1,29,8.513e-06
1,29,8.384e-06
1,29,8.192e-06
1,29,7.942e-06
1,29,2.5065e-05
1,30,4.338e-06
1,30,3.632e-06
1,30,3.571e-06
1,30,3.504e-06
1,30,3.511e-06
1,31,4.15e-06
1,31,3.833e-06
1,31,3.696e-06
1,31,3.76e-06
1,31,3.568e-06
1,32,4.314e-06
1,32,3.998e-06
1,32,3.975e-06
1,32,3.904e-06
1,32,3.869e-06
1,33,4.212e-06
1,33,4.083e-06
1,33,4.019e-06
1,33,4.096e-06
1,33,3.901e-06
1,34,4.566e-06
1,34,4.329e-06
1,34,4.337e-06
1,34,4.276e-06
1,34,4.239e-06
1,35,4.522e-06
1,35,4.56e-06
1,35,4.48e-06
1,35,4.44e-06
1,35,4.46e-06
1,36,4.886e-06
1,36,4.677e-06
1,36,4.624e-06
1,36,4.629e-06
1,36,4.586e-06
1,37,4.929e-06
1,37,4.854e-06
1,37,4.758e-06
1,37,4.823e-06
1,37,4.772e-06
1,38,5.295e-06
1,38,5.132e-06
1,38,5.111e-06
1,38,5.117e-06
1,38,5.059e-06
1,39,5.39e-06
1,39,5.352e-06
1,39,5.397e-06
1,39,5.299e-06
1,39,5.299e-06
1,40,5.777e-06
1,40,5.577e-06
1,40,5.485e-06
1,40,5.468e-06
1,40,5.432e-06
1,41,5.777e-06
1,41,5.745e-06
1,41,5.701e-06
1,41,5.668e-06
1,41,5.643e-06
1,42,6.249e-06
1,42,6.082e-06
1,42,6.128e-06
1,42,5.893e-06
1,42,5.95e-06
1,43,6.364e-06
1,43,6.209e-06
1,43,6.372e-06
1,43,6.36e-06
1,43,6.256e-06
1,44,6.884e-06
1,44,1.2002e-05
1,44,7.216e-06
1,44,6.462e-06
1,44,6.384e-06
1,45,6.889e-06
1,45,6.755e-06
1,45,6.797e-06
1,45,6.696e-06
1,45,6.627e-06
1,46,7.286e-06
1,46,7.092e-06
1,46,7.004e-06
1,46,6.969e-06
1,46,7.028e-06
1,47,7.35e-06
1,47,7.373e-06
1,47,7.292e-06
1,47,7.529e-06
1,47,7.347e-06
1,48,7.941e-06
1,48,7.713e-06
1,48,7.606e-06
1,48,7.873e-06
1,48,7.717e-06
1,49,8.132e-06
1,49,7.994e-06
1,49,8.459e-06
1,49,8.173e-06
1,49,8.03e-06
1,50,8.429e-06
1,50,8.291e-06
1,50,8.258e-06
1,50,8.364e-06
1,50,8.247e-06
1,51,8.669e-06
1,51,8.505e-06
1,51,8.683e-06
1,51,8.543e-06
1,51,8.581e-06
1,52,9.13e-06
1,52,8.91e-06
1,52,8.856e-06
1,52,9.06e-06
1,52,8.881e-06
1,53,1.5042e-05
1,53,9.178e-06
1,53,8.995e-06
1,53,8.915e-06
1,53,8.906e-06
1,54,9.47e-06
1,54,9.273e-06
1,54,9.16e-06
1,54,9.157e-06
1,54,9.106e-06
1,55,9.599e-06
1,55,9.587e-06
1,55,9.574e-06
1,55,9.528e-06
1,55,9.526e-06
1,56,9.963e-06
1,56,9.882e-06
1,56,9.887e-06
1,56,1.0417e-05
1,56,1.0143e-05
1,57,1.0611e-05
1,57,1.0479e-05
1,57,1.068e-05
1,57,1.0392e-05
1,57,1.0391e-05
1,58,1.0958e-05
1,58,1.0978e-05
1,58,1.0803e-05
1,58,1.0872e-05
1,58,1.2e-05
1,59,1.8641e-05
1,59,1.1698e-05
1,59,1.1022e-05
1,59,1.0918e-05
1,59,1.0921e-05
1,60,1.1551e-05
1,60,1.1747e-05
1,60,1.6193e-05
1,60,1.1461e-05
1,60,1.1189e-05
1,61,1.1938e-05
1,61,1.1802e-05
1,61,1.1909e-05
1,61,1.1622e-05
1,61,1.1679e-05
1,62,1.2313e-05
1,62,1.2338e-05
1,62,1.2194e-05
1,62,1.2079e-05
1,62,1.2172e-05
1,63,1.2347e-05
1,63,1.2582e-05
1,63,1.2295e-05
1,63,1.2391e-05
1,63,1.2441e-05
1,64,1.3092e-05
1,64,1.2844e-05
1,64,1.2755e-05
1,64,1.273e-05
1,64,1.2888e-05
1,65,1.3195e-05
1,65,1.3558e-05
1,65,1.3165e-05
1,65,1.3199e-05
1,65,1.3073e-05
1,66,1.3931e-05
1,66,1.337e-05
1,66,1.3638e-05
1,66,1.3504e-05
1,66,1.355e-05
1,67,1.4051e-05
1,67,1.4033e-05
1,67,1.3957e-05
1,67,1.4123e-05
1,67,1.3979e-05
1,68,1.4479e-05
1,68,1.4316e-05
1,68,1.4499e-05
1,68,1.4189e-05
1,68,1.4097e-05
1,69,1.4513e-05
1,69,1.4452e-05
1,69,1.4508e-05
1,69,1.4783e-05
1,69,1.4759e-05
1,70,1.5225e-05
1,70,1.5113e-05
1,70,1.5099e-05
1,70,1.5073e-05
1,70,1.5136e-05
1,71,1.5427e-05
1,71,1.5533e-05
1,71,1.5377e-05
1,71,1.5672e-05
1,71,1.54e-05
1,72,1.6001e-05
1,72,1.5977e-05
1,72,1.5956e-05
1,72,1.5767e-05
1,72,1.564e-05
1,73,1.6263e-05
1,73,1.6124e-05
1,73,1.6238e-05
1,73,1.6462e-05
1,73,1.6313e-05
1,74,3.7782e-05
1,74,1.7254e-05
1,74,1.6564e-05
1,74,1.6621e-05
1,74,1.6541e-05
1,75,1.6914e-05
1,75,1.7396e-05
1,75,1.6936e-05
1,75,1.6961e-05
1,75,1.6904e-05
1,76,1.7663e-05
1,76,1.7452e-05
1,76,1.7495e-05
1,76,1.734e-05
1,76,1.7561e-05
1,77,1.8167e-05
1,77,1.8163e-05
1,77,1.8132e-05
1,77,1.8098e-05
1,77,1.809e-05
1,78,1.8486e-05
1,78,1.8419e-05
1,78,1.8376e-05
1,78,1.8654e-05
1,78,1.8413e-05
1,79,1.8857e-05
1,79,1.8937e-05
1,79,1.8921e-05
1,79,1.8905e-05
1,79,1.9025e-05
1,80,1.9449e-05
1,80,2.8723e-05
1,80,1.9526e-05
1,80,1.9469e-05
1,80,1.9731e-05
1,81,1.9973e-05
1,81,1.9988e-05
1,81,1.9841e-05
1,81,1.9785e-05
1,81,2.0091e-05
1,82,2.0581e-05
1,82,2.053e-05
1,82,2.0399e-05
1,82,2.0417e-05
1,82,2.0321e-05
1,83,2.0907e-05
1,83,2.0855e-05
1,83,2.0898e-05
1,83,2.0741e-05
1,83,2.0932e-05
1,84,2.1543e-05
1,84,2.1499e-05
1,84,2.1536e-05
1,84,3.1708e-05
1,84,2.1329e-05
1,85,2.1468e-05
1,85,2.1783e-05
1,85,2.1405e-05
1,85,2.172e-05
1,85,2.1816e-05
1,86,2.1949e-05
1,86,5.8555e-05
1,86,2.3428e-05
1,86,2.2257e-05
1,86,2.2347e-05
1,87,2.2909e-05
1,87,2.2685e-05
1,87,2.3204e-05
1,87,2.261e-05
1,87,2.2733e-05
1,88,2.3399e-05
1,88,2.4112e-05
1,88,2.4163e-05
1,88,2.3859e-05
1,88,2.5156e-05
1,89,4.1205e-05
1,89,5.0306e-05
1,89,3.3039e-05
1,89,2.4749e-05
1,89,2.4683e-05
1,90,2.6089e-05
1,90,2.6237e-05
1,90,2.5175e-05
1,90,2.5127e-05
1,90,2.5092e-05
1,91,2.612e-05
1,91,2.6001e-05
1,91,2.6025e-05
1,91,2.5878e-05
1,91,2.709e-05
1,92,2.6783e-05
1,92,2.6802e-05
1,92,2.6651e-05
1,92,2.6719e-05
1,92,2.662e-05
1,93,2.7019e-05
1,93,2.7075e-05
1,93,2.6943e-05
1,93,2.5898e-05
1,93,4.3329e-05
1,94,2.6404e-05
1,94,2.6387e-05
1,94,2.6134e-05
1,94,2.6486e-05
1,94,2.6191e-05
1,95,2.666e-05
1,95,2.6396e-05
1,95,2.6433e-05
1,95,2.644e-05
1,95,2.6423e-05
1,96,2.7029e-05
1,96,2.6987e-05
1,96,2.6969e-05
1,96,2.7012e-05
1,96,2.7013e-05
1,97,2.768e-05
1,97,2.7461e-05
1,97,2.7663e-05
1,97,5.9397e-05
1,97,2.8429e-05
1,98,2.8985e-05
1,98,2.8731e-05
1,98,2.8822e-05
1,98,2.9007e-05
1,98,2.929e-05
1,99,2.9754e-05
1,99,2.9813e-05
1,99,2.9707e-05
1,99,2.9672e-05
1,99,2.9725e-05
1,100,3.066e-05
1,100,3.0461e-05
1,100,3.0604e-05
1,100,2.9717e-05
1,100,2.9655e-05
1,101,2.9959e-05
1,101,3.153e-05
1,101,3.0233e-05
1,101,3.0666e-05
1,101,3.0397e-05
1,102,3.1036e-05
1,102,3.0813e-05
1,102,3.0588e-05
1,102,3.151e-05
1,102,3.1385e-05
1,103,3.2147e-05
1,103,3.2089e-05
1,103,3.2065e-05
1,103,3.1764e-05
1,103,3.2039e-05
1,104,3.2656e-05
1,104,3.2602e-05
1,104,3.3092e-05
1,104,3.2731e-05
1,104,3.2628e-05
1,105,3.3206e-05
1,105,3.315e-05
1,105,3.2346e-05
1,105,3.2167e-05
1,105,3.2571e-05
1,106,4.0004e-05
1,106,3.2989e-05
1,106,3.2606e-05
1,106,3.247e-05
1,106,3.2478e-05
1,107,3.3136e-05
1,107,3.3084e-05
1,107,4.1381e-05
1,107,3.3471e-05
1,107,3.3876e-05
1,108,3.3918e-05
1,108,3.3854e-05
1,108,3.3735e-05
1,108,3.3859e-05
1,108,3.3726e-05
1,109,3.4413e-05
1,109,3.432e-05
1,109,3.4991e-05
1,109,3.4537e-05
1,109,3.4835e-05
1,110,3.5705e-05
1,110,3.545e-05
1,110,4.3991e-05
1,110,3.5458e-05
1,110,3.5341e-05
1,111,3.5721e-05
1,111,3.6042e-05
1,111,3.575e-05
1,111,3.5942e-05
1,111,3.5842e-05
1,112,3.6877e-05
1,112,3.6448e-05
1,112,3.6799e-05
1,112,3.6252e-05
1,112,3.6627e-05
1,113,3.7154e-05
1,113,3.8272e-05
1,113,3.7492e-05
1,113,3.743e-05
1,113,3.7173e-05
1,114,3.7888e-05
1,114,3.7731e-05
1,114,4.8278e-05
1,114,3.7881e-05
1,114,3.7827e-05
1,115,3.8543e-05
1,115,3.8474e-05
1,115,3.8399e-05
1,115,3.843e-05
1,115,3.8128e-05
1,116,3.9561e-05
1,116,3.8893e-05
1,116,3.9054e-05
1,116,3.9011e-05
1,116,3.9165e-05
1,117,3.9681e-05
1,117,3.9515e-05
1,117,3.951e-05
1,117,3.9686e-05
1,117,3.9832e-05
1,118,4.0833e-05
1,118,4.0256e-05
1,118,4.0456e-05
1,118,4.0463e-05
1,118,4.0296e-05
1,119,4.0986e-05
1,119,4.0684e-05
1,119,4.1023e-05
1,119,4.0768e-05
1,119,4.9535e-05
1,120,4.1866e-05
1,120,4.1795e-05
1,120,4.191e-05
1,120,4.1592e-05
1,120,4.1581e-05
1,121,4.2305e-05
1,121,4.2492e-05
1,121,4.3138e-05
1,121,4.2209e-05
1,121,4.2445e-05
1,122,4.3155e-05
1,122,4.3152e-05
1,122,4.386e-05
1,122,4.3204e-05
1,122,4.2952e-05
1,123,4.403e-05
1,123,4.3679e-05
1,123,4.4261e-05
1,123,4.3756e-05
1,123,4.3882e-05
1,124,4.465e-05
1,124,4.3865e-05
1,124,6.1805e-05
1,124,4.3886e-05
1,124,4.4e-05
1,125,4.6058e-05
1,125,4.5871e-05
1,125,4.5683e-05
1,125,4.6388e-05
1,125,4.5719e-05
1,126,4.6722e-05
1,126,4.6344e-05
1,126,4.6596e-05
1,126,4.6393e-05
1,126,4.5992e-05
1,127,4.6064e-05
1,127,4.6637e-05
1,127,4.6295e-05
1,127,4.6502e-05
1,127,5.0107e-05
1,128,4.7514e-05
1,128,4.7116e-05
1,128,4.6889e-05
1,128,4.7073e-05
1,128,4.7061e-05
1,129,7.5038e-05
1,129,5.1364e-05
1,129,5.1509e-05
1,129,5.1061e-05
1,129,5.0982e-05
1,130,5.1863e-05
1,130,5.2777e-05
1,130,5.1772e-05
1,130,5.9995e-05
1,130,5.8865e-05
1,131,5.3034e-05
1,131,5.1695e-05
1,131,5.1604e-05
1,131,5.1564e-05
1,131,5.2322e-05
1,132,5.3173e-05
1,132,5.2308e-05
1,132,5.2361e-05
1,132,6.0732e-05
1,132,5.0288e-05
1,133,5.9911e-05
1,133,5.1097e-05
1,133,5.0352e-05
1,133,5.1548e-05
1,133,5.1654e-05
1,134,5.3167e-05
1,134,5.3229e-05
1,134,5.286e-05
1,134,5.3033e-05
1,134,5.2988e-05
1,135,5.3808e-05
1,135,5.3779e-05
1,135,6.141e-05
1,135,5.2884e-05
1,135,5.4347e-05
1,136,5.4311e-05
1,136,5.4414e-05
1,136,5.4348e-05
1,136,5.4364e-05
1,136,5.4256e-05
1,137,5.5227e-05
1,137,6.231e-05
1,137,5.3162e-05
1,137,5.3797e-05
1,137,5.3219e-05
1,138,5.396e-05
1,138,5.3969e-05
1,138,5.4039e-05
1,138,5.4106e-05
1,138,5.4007e-05
1,139,5.4846e-05
1,139,5.479e-05
1,139,5.5323e-05
1,139,5.4802e-05
1,139,5.4828e-05
1,140,5.5442e-05
1,140,5.5444e-05
1,140,8.1986e-05
1,140,5.6668e-05
1,140,5.5988e-05
1,141,5.6919e-05
1,141,5.908e-05
1,141,5.9463e-05
1,141,5.8395e-05
1,141,5.8241e-05
1,142,5.8956e-05
1,142,6.0478e-05
1,142,5.936e-05
1,142,5.7853e-05
1,142,5.9468e-05
1,143,6.0389e-05
1,143,6.0052e-05
1,143,6.0045e-05
1,143,5.9989e-05
1,143,5.9785e-05
1,144,6.073e-05
1,144,5.9312e-05
1,144,5.9209e-05
1,144,5.9317e-05
1,144,6.8288e-05
1,145,5.9519e-05
1,145,5.946e-05
1,145,5.9405e-05
1,145,5.9386e-05
1,145,5.9427e-05
1,146,6.0342e-05
1,146,6.0192e-05
1,146,6.0894e-05
1,146,6.0265e-05
1,146,6.0248e-05
1,147,6.1106e-05
1,147,6.1115e-05
1,147,6.107e-05
1,147,6.1105e-05
1,147,6.1008e-05
1,148,6.3081e-05
1,148,6.1878e-05
1,148,7.1352e-05
1,148,6.4133e-05
1,148,6.3955e-05
1,149,6.5268e-05
1,149,6.4926e-05
1,149,6.4834e-05
1,149,6.5737e-05
1,149,6.4261e-05
1,150,6.3915e-05
1,150,6.3765e-05
1,150,6.4064e-05
1,150,6.4048e-05
1,150,6.3761e-05
1,151,6.4873e-05
1,151,6.5186e-05
1,151,6.4754e-05
1,151,6.4806e-05
1,151,6.4986e-05
1,152,6.5646e-05
1,152,6.5589e-05
1,152,6.5996e-05
1,152,6.577e-05
1,152,6.6183e-05
1,153,9.5887e-05
1,153,6.8396e-05
1,153,6.8006e-05
1,153,6.9783e-05
1,153,6.9502e-05
1,154,7.8988e-05
1,154,7.0736e-05
1,154,7.2024e-05
1,154,7.055e-05
1,154,6.7164e-05
1,155,6.8362e-05
1,155,6.8142e-05
1,155,6.8207e-05
1,155,6.8706e-05
1,155,6.8209e-05
1,156,6.9288e-05
1,156,6.9375e-05
1,156,7.035e-05
1,156,7.0518e-05
1,156,6.921e-05
1,157,7.0739e-05
1,157,7.1164e-05
1,157,7.0129e-05
1,157,7.0123e-05
1,157,7.9701e-05
1,158,7.0964e-05
1,158,7.0351e-05
1,158,7.0799e-05
1,158,7.2298e-05
1,158,7.2022e-05
1,159,7.2939e-05
1,159,7.2931e-05
1,159,7.2819e-05
1,159,7.2929e-05
1,159,7.1604e-05
1,160,7.4113e-05
1,160,7.3787e-05
1,160,7.2744e-05
1,160,7.4553e-05
1,160,7.4433e-05
1,161,7.6639e-05
1,161,7.6439e-05
1,161,7.54e-05
1,161,7.3622e-05
1,161,7.3214e-05
1,162,7.4363e-05
1,162,7.4205e-05
1,162,9.5417e-05
1,162,7.4349e-05
1,162,7.4324e-05
1,163,7.5012e-05
1,163,7.5098e-05
1,163,7.5175e-05
1,163,7.5389e-05
1,163,7.5618e-05
1,164,7.7514e-05
1,164,7.5992e-05
1,164,7.6095e-05
1,164,7.6023e-05
1,164,7.5511e-05
1,165,7.628e-05
1,165,7.6861e-05
1,165,7.6313e-05
1,165,7.6322e-05
1,165,7.6975e-05
1,166,7.7239e-05
1,166,7.7134e-05
1,166,7.7724e-05
1,166,7.7154e-05
1,166,9.5508e-05
1,167,7.8352e-05
1,167,7.8525e-05
1,167,7.8483e-05
1,167,7.8567e-05
1,167,7.9003e-05
1,168,7.9484e-05
1,168,7.893e-05
1,168,7.9083e-05
1,168,7.8985e-05
1,168,8.0242e-05
1,169,8.0626e-05
1,169,7.9927e-05
1,169,7.9815e-05
1,169,7.9819e-05
1,169,7.9901e-05
1,170,8.0904e-05
1,170,8.1562e-05
1,170,8.094e-05
1,170,8.2217e-05
1,170,8.1003e-05
1,171,8.2685e-05
1,171,0.000120986
1,171,8.453e-05
1,171,8.4124e-05
1,171,8.6574e-05
1,172,8.733e-05
1,172,8.7105e-05
1,172,8.7051e-05
1,172,9.5499e-05
1,172,0.000129622
1,173,0.000134355
1,173,0.000138259
1,173,9.7789e-05
1,173,8.7595e-05
1,173,8.9612e-05
1,174,9.0387e-05
1,174,8.9997e-05
1,174,9.0076e-05
1,174,9.0237e-05
1,174,8.5897e-05
1,175,8.632e-05
1,175,8.6097e-05
1,175,8.6023e-05
1,175,8.6763e-05
1,175,8.6681e-05
1,176,9.0505e-05
1,176,8.9528e-05
1,176,8.9521e-05
1,176,8.9629e-05
1,176,8.9283e-05
1,177,8.851e-05
1,177,8.8463e-05
1,177,8.8378e-05
1,177,8.751e-05
1,177,8.774e-05
1,178,0.000121612
1,178,8.851e-05
1,178,8.8426e-05
1,178,8.8736e-05
1,178,8.8375e-05
1,179,8.9374e-05
1,179,8.9984e-05
1,179,8.9468e-05
1,179,8.9339e-05
1,179,8.93e-05
1,180,9.0316e-05
1,180,9.0216e-05
1,180,9.1018e-05
1,180,9.0304e-05
1,180,9.0223e-05
1,181,9.1356e-05
1,181,9.1623e-05
1,181,9.1896e-05
1,181,0.0001028
1,181,9.1409e-05
1,182,9.2356e-05
1,182,0.000119769
1,182,9.8753e-05
1,182,9.6056e-05
1,182,9.5238e-05
1,183,9.5804e-05
1,183,9.5728e-05
1,183,0.000120647
1,183,9.5768e-05
1,183,9.5628e-05
1,184,9.5916e-05
1,184,9.5549e-05
1,184,9.4948e-05
1,184,9.6122e-05
1,184,9.5254e-05
1,185,9.6182e-05
1,185,9.6148e-05
1,185,9.6031e-05
1,185,9.6567e-05
1,185,9.5781e-05
1,186,0.000125462
1,186,0.000139681
1,186,0.000102461
1,186,0.000101668
1,186,0.00010251
1,187,0.000102643
1,187,0.000100153
1,187,0.00010006
1,187,9.9969e-05
1,187,9.7537e-05
1,188,9.836e-05
1,188,9.8203e-05
1,188,0.000118763
1,188,9.8302e-05
1,188,0.000116903
1,189,0.000117031
1,189,9.972e-05
1,189,0.000124054
1,189,9.9283e-05
1,189,9.9182e-05
1,190,0.000100274
1,190,0.000100378
1,190,0.000108623
1,190,0.000100883
1,190,0.000100282
1,191,0.000101309
1,191,0.00010132
1,191,0.000101384
1,191,0.000101929
1,191,0.000102174
1,192,0.000102468
1,192,0.000102294
1,192,0.000120788
1,192,0.00010242
1,192,0.000112194
1,193,0.000103438
1,193,0.000106367
1,193,0.000106662
1,193,0.000106081
1,193,0.000107281
1,194,0.000105025
1,194,0.000104626
1,194,0.00010512
1,194,0.000104616
1,194,0.000104659
1,195,0.000105694
1,195,0.000105641
1,195,0.000105892
1,195,0.000105804
1,195,0.000105451
1,196,0.000106905
1,196,0.000107198
1,196,0.000107254
1,196,0.000108845
1,196,0.000142067
1,197,0.00010904
1,197,0.000109659
1,197,0.000108779
1,197,0.000108686
1,197,0.000109008
1,198,0.000109948
1,198,0.000110545
1,198,0.00010984
1,198,0.000109832
1,198,0.000110208
1,199,0.000114259
1,199,0.000122628
1,199,0.000116927
1,199,0.000116796
1,199,0.000116775
1,200,0.00011783
1,200,0.000112144
1,200,0.000137461
1,200,0.000146898
1,200,0.000111826
1,201,0.000122427
1,201,0.00011515
1,201,0.000115427
1,201,0.000116256
1,201,0.000112543
1,202,0.000117735
1,202,0.000116972
1,202,0.000117268
1,202,0.000123222
1,202,0.000114288
1,203,0.00011452
1,203,0.000114725
1,203,0.000114834
1,203,0.000114403
1,203,0.00011429
1,204,0.000115853
1,204,0.000116675
1,204,0.000118906
1,204,0.000118426
1,204,0.000118517
1,205,0.000120241
1,205,0.000116781
1,205,0.000117458
1,205,0.000116575
1,205,0.000120029
1,206,0.000117683
1,206,0.000117642
1,206,0.000117692
1,206,0.000117964
1,206,0.000117928
1,207,0.000118868
1,207,0.000118799
1,207,0.000127962
1,207,0.000119535
1,207,0.00011959
1,208,0.00011997
1,208,0.000123367
1,208,0.000123759
1,208,0.000123028
1,208,0.000120129
1,209,0.000121788
1,209,0.000121586
1,209,0.000120971
1,209,0.00012174
1,209,0.00012092
1,210,0.000123278
1,210,0.000122248
1,210,0.000122168
1,210,0.000178839
1,210,0.000129664
1,211,0.00013129
1,211,0.000130255
1,211,0.000129992
1,211,0.000127213
1,211,0.000126885
1,212,0.000124859
1,212,0.000124486
1,212,0.000125413
1,212,0.000124406
1,212,0.000124482
1,213,0.000125619
1,213,0.00012637
1,213,0.000130614
1,213,0.000126532
1,213,0.000125574
1,214,0.000127348
1,214,0.00012714
1,214,0.000127507
1,214,0.000135781
1,214,0.000130756
1,215,0.00013242
1,215,0.000131254
1,215,0.000128113
1,215,0.000128448
1,215,0.000127911
1,216,0.000129178
1,216,0.00013254
1,216,0.000129051
1,216,0.000129091
1,216,0.00012896
1,217,0.00013328
1,217,0.000130329
1,217,0.00014041
1,217,0.000201031
1,217,0.000134944
1,218,0.000135042
1,218,0.000134824
1,218,0.000131889
1,218,0.000142379
1,218,0.000131446
1,219,0.000132802
1,219,0.000132543
1,219,0.000133055
1,219,0.000132467
1,219,0.000132423
1,220,0.000134325
1,220,0.00013362
1,220,0.000133631
1,220,0.000161459
1,220,0.000134968
1,221,0.000138693
1,221,0.000150017
1,221,0.000149087
1,221,0.000142217
1,221,0.000138653
1,222,0.000139664
1,222,0.000136793
1,222,0.0001368
1,222,0.000136454
1,222,0.00013606
1,223,0.000138173
1,223,0.000137415
1,223,0.000137386
1,223,0.000137917
1,223,0.000138611
1,224,0.000138555
1,224,0.000155937
1,224,0.000139206
1,224,0.000149732
1,224,0.000139661
1,225,0.000160046
1,225,0.000145687
1,225,0.000140396
1,225,0.00013981
1,225,0.000140445
1,226,0.000141138
1,226,0.000140947
1,226,0.000164458
1,226,0.000142265
1,226,0.000145167
1,227,0.000145949
1,227,0.000146737
1,227,0.00014259
1,227,0.000143408
1,227,0.00014291
1,228,0.000143497
1,228,0.000144413
1,228,0.000144629
1,228,0.000143792
1,228,0.00014339
1,229,0.000144655
1,229,0.000144842
1,229,0.00014471
1,229,0.000156458
1,229,0.000144795
1,230,0.000146253
1,230,0.000146703
1,230,0.000145745
1,230,0.000146404
1,230,0.000154352
1,231,0.000151278
1,231,0.000166912
1,231,0.000155767
1,231,0.000147821
1,231,0.000148209
1,232,0.000152956
1,232,0.000161847
1,232,0.000153379
1,232,0.000152884
1,232,0.000159131
1,233,0.000159593
1,233,0.000159983
1,233,0.000154696
1,233,0.000153543
1,233,0.000150291
1,234,0.000151047
1,234,0.000150792
1,234,0.000150832
1,234,0.000151392
1,234,0.000152075
1,235,0.000153373
1,235,0.000156918
1,235,0.000156225
1,235,0.00015601
1,235,0.00015273
1,236,0.000154503
1,236,0.000153365
1,236,0.000153451
1,236,0.000190613
1,236,0.000153457
1,237,0.000158724
1,237,0.000154567
1,237,0.000154573
1,237,0.000209841
1,237,0.000159875
1,238,0.000161486
1,238,0.000156366
1,238,0.000161345
1,238,0.000165833
1,238,0.000164378
1,239,0.0001717
1,239,0.000161542
1,239,0.000157718
1,239,0.000157811
1,239,0.000162495
1,240,0.000189671
1,240,0.000167877
1,240,0.000167078
1,240,0.000178057
1,240,0.000159049
1,241,0.000161048
1,241,0.000159776
1,241,0.000160844
1,241,0.000160486
1,241,0.000159726
1,242,0.000161647
1,242,0.000160956
1,242,0.000161147
1,242,0.000170101
1,242,0.000179409
1,243,0.000162825
1,243,0.000162818
1,243,0.000162323
1,243,0.00016347
1,243,0.000163028
1,244,0.000163727
1,244,0.000164576
1,244,0.000164923
1,244,0.000164684
1,244,0.000163745
1,245,0.000165731
1,245,0.000166197
1,245,0.000165823
1,245,0.000165772
1,245,0.000165031
1,246,0.00016721
1,246,0.000166994
1,246,0.000166382
1,246,0.000166318
1,246,0.000166896
1,247,0.000167693
1,247,0.000168907
1,247,0.000196096
1,247,0.00016807
1,247,0.000168922
1,248,0.000258154
1,248,0.000179303
1,248,0.000178167
1,248,0.000184133
1,248,0.000183122
1,249,0.000170688
1,249,0.000171042
1,249,0.000170583
1,249,0.000191582
1,249,0.000170311
1,250,0.000178755
1,250,0.00017301
