p,d,t
4,196,6.5117e-05
4,196,6.9523e-05
4,196,6.5441e-05
4,196,6.5031e-05
4,200,7.4338e-05
4,200,6.9683e-05
4,200,0.000101028
4,200,7.24e-05
4,200,6.7611e-05
4,204,0.000169026
4,204,7.9103e-05
4,204,6.9664e-05
4,204,7.2123e-05
4,204,7.2158e-05
4,208,8.2496e-05
4,208,8.8128e-05
4,208,7.4975e-05
4,208,7.3332e-05
4,208,7.5081e-05
4,212,8.7571e-05
4,212,7.5667e-05
4,212,7.2394e-05
4,212,7.5975e-05
4,212,7.8695e-05
4,216,9.2537e-05
4,216,7.9925e-05
4,216,7.6914e-05
4,216,7.9443e-05
4,216,7.5388e-05
4,220,0.000136925
4,220,8.2929e-05
4,220,8.0774e-05
4,220,8.0934e-05
4,220,8.0213e-05
4,224,8.7994e-05
4,224,8.5848e-05
4,224,7.9895e-05
4,224,0.000101519
4,224,8.3808e-05
4,228,8.8528e-05
4,228,8.9674e-05
4,228,8.8547e-05
4,228,8.5768e-05
4,228,0.000127596
4,232,0.000100916
4,232,8.8525e-05
4,232,8.5368e-05
4,232,8.729e-05
4,232,8.8129e-05
4,236,9.9909e-05
4,236,9.2804e-05
4,236,9.0457e-05
4,236,9.295e-05
4,236,9.397e-05
4,240,0.000102076
4,240,0.000155081
4,240,0.000131539
4,240,9.9943e-05
4,240,9.3397e-05
4,244,0.000118667
4,244,0.00010019
4,244,9.505e-05
4,244,0.000100324
4,244,9.3738e-05
4,248,0.000108922
4,248,0.000110654
4,248,0.000103299
4,248,9.859e-05
4,248,9.9947e-05
4,252,0.000111786
4,252,0.00010023
4,252,0.000100077
4,252,0.000100725
4,252,9.7489e-05
4,256,0.000116887
4,256,0.000101761
4,256,9.9132e-05
4,256,0.000108362
4,256,0.000101109
4,260,0.00020798
4,260,0.000108264
4,260,0.000109712
4,260,0.000105968
4,260,0.00011062
4,264,0.000116707
4,264,0.000110026
4,264,0.000110187
4,264,0.000109096
4,264,0.000135331
4,268,0.000123628
4,268,0.000112183
4,268,0.000111224
4,268,0.000115717
4,268,0.000116187
4,272,0.000130015
4,272,0.000116261
4,272,0.000116442
4,272,0.000121226
4,272,0.000117017
4,276,0.000133076
4,276,0.000123827
4,276,0.000200673
4,276,0.000220431
4,276,0.000131611
4,280,0.000145642
4,280,0.000127854
4,280,0.000125355
4,280,0.000121408
4,280,0.000126556
4,284,0.000136001
4,284,0.000127294
4,284,0.00012281
4,284,0.000120135
4,284,0.000124126
4,288,0.000138159
4,288,0.000123509
4,288,0.000128804
4,288,0.000132228
4,288,0.000131917
4,292,0.00013773
4,292,0.000129389
4,292,0.000132156
4,292,0.000129671
4,292,0.000128412
4,296,0.000157857
4,296,0.000149592
4,296,0.00018841
4,296,0.000184685
4,296,0.00013786
4,300,0.000149863
4,300,0.000135297
4,300,0.000135816
4,300,0.000141328
4,300,0.000132641
4,304,0.000147082
4,304,0.000145848
4,304,0.000168075
4,304,0.000138076
4,304,0.000143161
4,308,0.000153749
4,308,0.000143824
4,308,0.000160544
4,308,0.000140221
4,308,0.000145466
4,312,0.00015733
4,312,0.000145264
4,312,0.000146853
4,312,0.000147445
4,312,0.00015076
4,316,0.000163343
4,316,0.000162646
4,316,0.000151958
4,316,0.0001608
4,316,0.000162519
4,320,0.000177307
4,320,0.000167545
4,320,0.000171598
4,320,0.000153872
4,320,0.000175216
4,324,0.000169171
4,324,0.000158691
4,324,0.000155288
4,324,0.000159885
4,324,0.000152498
4,328,0.000181786
4,328,0.000200768
4,328,0.000160608
4,328,0.000160306
4,328,0.000159406
4,332,0.000176266
4,332,0.00017035
4,332,0.00016328
4,332,0.000161612
4,332,0.000166624
4,336,0.000177775
4,336,0.000169158
4,336,0.000164523
4,336,0.000172667
4,336,0.000167137
4,340,0.000186064
4,340,0.000172218
4,340,0.000171401
4,340,0.000170122
4,340,0.000174481
4,344,0.000187369
4,344,0.00017866
4,344,0.000175946
4,344,0.000173452
4,344,0.000178306
4,348,0.000186573
4,348,0.000178116
4,348,0.000178958
4,348,0.00019731
4,348,0.000179209
4,352,0.000228328
4,352,0.000183296
4,352,0.000176758
4,352,0.000182049
4,352,0.000257549
4,356,0.00022485
4,356,0.000186451
4,356,0.000180894
4,356,0.000181414
4,356,0.000183777
4,360,0.000204401
4,360,0.000188828
4,360,0.000185538
4,360,0.000193846
4,360,0.000185374
4,364,0.000210182
4,364,0.000230603
4,364,0.000273663
4,364,0.000290316
4,364,0.000277635
4,368,0.000493781
4,368,0.000307271
4,368,0.000284694
4,368,0.000299039
4,368,0.000278256
4,372,0.000232405
4,372,0.000198311
4,372,0.000217968
4,372,0.000198163
4,372,0.000195933
4,376,0.000214258
4,376,0.000203129
4,376,0.000212366
4,376,0.000215813
4,376,0.000201096
4,380,0.000230671
4,380,0.000205792
4,380,0.000207642
4,380,0.000207617
4,380,0.000205313
4,384,0.000226172
4,384,0.00022094
4,384,0.000212984
4,384,0.000212042
4,384,0.000216757
4,388,0.000236971
4,388,0.000217377
4,388,0.000219456
4,388,0.000282309
4,388,0.000215014
4,392,0.000231589
4,392,0.000220889
4,392,0.000217177
4,392,0.000217388
4,392,0.000220039
4,396,0.000242705
4,396,0.000224056
4,396,0.000223732
4,396,0.000238023
4,396,0.000221034
4,400,0.000246491
4,400,0.000231484
4,400,0.000225934
4,400,0.000227927
4,400,0.000229718
4,404,0.000253475
4,404,0.0002335
4,404,0.000243651
4,404,0.000233097
4,404,0.000329526
4,408,0.000364585
4,408,0.000331476
4,408,0.000251714
4,408,0.000379013
4,408,0.000241628
4,412,0.000258721
4,412,0.000239785
4,412,0.000241544
4,412,0.000243184
4,412,0.000242794
4,416,0.000259952
4,416,0.000249555
4,416,0.000246394
4,416,0.000249469
4,416,0.000242705
4,420,0.000263988
4,420,0.000250159
4,420,0.000257907
4,420,0.000277591
4,420,0.000251292
4,424,0.000286181
4,424,0.000256075
4,424,0.000253287
4,424,0.000251354
4,424,0.000254885
4,428,0.000293717
4,428,0.000285339
4,428,0.000265301
4,428,0.000254527
4,428,0.00025839
4,432,0.000285505
4,432,0.000262569
4,432,0.000277512
4,432,0.000267857
4,432,0.000262742
4,436,0.000284621
4,436,0.000285373
4,436,0.00026766
4,436,0.000274156
4,436,0.000269558
4,440,0.000292446
4,440,0.00027099
4,440,0.000283266
4,440,0.000268867
4,440,0.000271614
4,444,0.000290084
4,444,0.000282717
4,444,0.000280765
4,444,0.00028057
4,444,0.000278989
4,448,0.000377381
4,448,0.000282572
4,448,0.00028235
4,448,0.000280621
4,448,0.000280182
4,452,0.000495664
4,452,0.000394814
4,452,0.000425168
4,452,0.000315947
4,452,0.000285197
4,456,0.00031068
4,456,0.000292453
4,456,0.000290301
4,456,0.000283163
4,456,0.000298844
4,460,0.000307856
4,460,0.00029224
4,460,0.00030765
4,460,0.000315186
4,460,0.000299658
4,464,0.000371347
4,464,0.000307541
4,464,0.000308247
4,464,0.000299186
4,464,0.000297209
4,468,0.000327118
4,468,0.000302208
4,468,0.000306566
4,468,0.000308152
4,468,0.000325184
4,472,0.000322858
4,472,0.000304476
4,472,0.000320292
4,472,0.000323661
4,472,0.000330825
4,476,0.000460043
4,476,0.000317644
4,476,0.000342479
4,476,0.000330903
4,476,0.000315459
4,480,0.00033692
4,480,0.000332472
4,480,0.000320922
4,480,0.000330188
4,480,0.000314105
4,484,0.000336253
4,484,0.000322337
4,484,0.000318372
4,484,0.000321883
4,484,0.00035073
4,488,0.000333683
4,488,0.000326902
4,488,0.000326411
4,488,0.000328081
4,488,0.000334116
4,492,0.000339991
4,492,0.000335727
4,492,0.000348383
4,492,0.000333332
4,492,0.000349679
4,496,0.000339086
4,496,0.0003541
4,496,0.000332685
4,496,0.000335751
4,496,0.000359503
4,500,0.00038384
4,500,0.000352954
4,500,0.000346894
4,500,0.000364129
4,500,0.000343196
4,504,0.000422511
4,504,0.000345876
4,504,0.000365615
4,504,0.000346813
4,504,0.000361616
4,508,0.000498249
4,508,0.000466632
4,508,0.000353161
4,508,0.000360119
4,508,0.000419298
4,512,0.000372895
4,512,0.000380002
4,512,0.000364796
4,512,0.000358932
4,512,0.000368375
4,516,0.000383503
4,516,0.000369568
4,516,0.000388955
4,516,0.000366423
4,516,0.00036682
4,520,0.000409361
4,520,0.000406436
4,520,0.000370509
4,520,0.000383819
4,520,0.000378972
4,524,0.000608121
4,524,0.000382886
4,524,0.000386333
4,524,0.000379237
4,524,0.000408382
4,528,0.000404069
4,528,0.000402019
4,528,0.000407313
4,528,0.000397598
4,528,0.000381118
4,532,0.000394973
4,532,0.000390894
4,532,0.000401071
4,532,0.000384099
4,532,0.000398202
4,536,0.000450253
4,536,0.000473761
4,536,0.000400759
4,536,0.000532976
4,536,0.000408562
4,540,0.000412555
4,540,0.000400508
4,540,0.000397865
4,540,0.000398452
4,540,0.0003995
4,544,0.000429411
4,544,0.000424576
4,544,0.000401271
4,544,0.000406975
4,544,0.00040768
4,548,0.000415134
4,548,0.000426494
4,548,0.000419685
4,548,0.000425453
4,548,0.000421748
4,552,0.000478394
4,552,0.000454809
4,552,0.000651156
4,552,0.000434366
4,552,0.000446444
4,556,0.000451193
4,556,0.000566536
4,556,0.000432525
4,556,0.000435862
4,556,0.000429929
4,560,0.000451936
4,560,0.000446631
4,560,0.000436045
4,560,0.000437268
4,560,0.000449807
4,564,0.0004649
4,564,0.000462764
4,564,0.000448688
4,564,0.000554265
4,564,0.000450431
4,568,0.000514849
4,568,0.000514103
4,568,0.000482496
4,568,0.000475493
4,568,0.000454583
4,572,0.000600452
4,572,0.000507053
4,572,0.000455861
4,572,0.000483093
4,572,0.00045129
4,576,0.000559775
4,576,0.00048029
4,576,0.000472237
4,576,0.000472329
4,576,0.000465533
4,580,0.00047418
4,580,0.00047029
4,580,0.000471615
4,580,0.000486893
4,580,0.000495799
4,584,0.000811864
4,584,0.000526035
4,584,0.000724857
4,584,0.000499221
4,584,0.000498583
4,588,0.00056637
4,588,0.000524446
4,588,0.000511785
4,588,0.000495547
4,588,0.000519259
4,592,0.000511541
4,592,0.000491869
4,592,0.000483556
4,592,0.00060451
4,592,0.000513497
4,596,0.000514988
4,596,0.000493207
4,596,0.000497107
4,596,0.000516566
4,596,0.000498567
4,600,0.00058777
4,600,0.000555154
4,600,0.000517185
4,600,0.000523163
4,600,0.000723237
4,604,0.000563167
4,604,0.000535495
4,604,0.00053932
4,604,0.000537164
4,604,0.000521096
4,608,0.000534777
4,608,0.000524306
4,608,0.000543623
4,608,0.000534577
4,608,0.000542584
4,612,0.000535364
4,612,0.000532503
4,612,0.000533056
4,612,0.000750329
4,612,0.000564982
4,616,0.000641314
4,616,0.000599387
4,616,0.000569334
4,616,0.0005655
4,616,0.000605209
4,620,0.000586473
4,620,0.000574474
4,620,0.000569771
4,620,0.000561302
4,620,0.00054735
4,624,0.000605865
4,624,0.000570527
4,624,0.00058011
4,624,0.000581532
4,624,0.000587606
4,628,0.000732175
4,628,0.000574083
4,628,0.000625809
4,628,0.00057254
4,628,0.000557379
4,632,0.000652196
4,632,0.000611197
4,632,0.000657262
4,632,0.00062833
4,632,0.000600271
4,636,0.000594693
4,636,0.000659539
4,636,0.00061646
4,636,0.00059694
4,636,0.000643329
4,640,0.000929884
4,640,0.000653087
4,640,0.000632181
4,640,0.000625404
4,640,0.000600704
4,644,0.000616427
4,644,0.00061687
4,644,0.00063717
4,644,0.000768799
4,644,0.000627289
4,648,0.000666316
4,648,0.000660962
4,648,0.000626151
4,648,0.000615306
4,648,0.000815825
4,652,0.000637036
4,652,0.000639568
4,652,0.0007001
4,652,0.000634755
4,652,0.000624407
4,656,0.000646707
4,656,0.000639912
4,656,0.000626251
4,656,0.000684425
4,656,0.000707052
4,660,0.000668184
4,660,0.000645042
4,660,0.000642023
4,660,0.000641436
4,660,0.000659718
4,664,0.000715301
4,664,0.000889031
4,664,0.000675883
4,664,0.000663895
4,664,0.000642276
4,668,0.000751197
4,668,0.000661481
4,668,0.000672786
4,668,0.000656536
4,668,0.000649196
4,672,0.000779116
4,672,0.000696247
4,672,0.000676778
4,672,0.000696386
4,672,0.00068384
4,676,0.000680119
4,676,0.000704876
4,676,0.000676974
4,676,0.000745063
4,676,0.000685968
4,680,0.000936783
4,680,0.000861679
4,680,0.000732533
4,680,0.000719161
4,680,0.000685336
4,684,0.00083599
4,684,0.000731692
4,684,0.000733805
4,684,0.000714125
4,684,0.000699056
4,688,0.000757151
4,688,0.000776148
4,688,0.000772524
4,688,0.00077369
4,688,0.000744739
4,692,0.00113945
4,692,0.000726877
4,692,0.000745688
4,692,0.000733989
4,692,0.000721024
4,696,0.000782916
4,696,0.000766177
4,696,0.000776898
4,696,0.000761759
4,696,0.000742031
4,700,0.00075521
4,700,0.000739267
4,700,0.000738664
4,700,0.000781345
4,700,0.000787985
4,704,0.000782382
4,704,0.000745584
4,704,0.000758971
4,704,0.000775323
4,704,0.000784883
4,708,0.000803479
4,708,0.000866322
4,708,0.000763582
4,708,0.000842905
4,708,0.000804572
4,712,0.000821931
4,712,0.000777005
4,712,0.000758328
4,712,0.000832806
4,712,0.000824288
4,716,0.000828103
4,716,0.000971495
4,716,0.00113666
4,716,0.000829471
4,716,0.000798939
4,720,0.00084422
4,720,0.000816949
4,720,0.000906155
4,720,0.000834051
4,720,0.000810231
4,724,0.000808558
4,724,0.000805814
4,724,0.00103809
4,724,0.00079091
4,724,0.000782014
4,728,0.00103438
4,728,0.000876786
4,728,0.000845006
4,728,0.000817581
4,728,0.000839608
4,732,0.000965918
4,732,0.000836093
4,732,0.000889604
4,732,0.000843408
4,732,0.000817157
4,736,0.00084858
4,736,0.000854964
4,736,0.000882155
4,736,0.000953559
4,736,0.000851166
4,740,0.00126237
4,740,0.000873302
4,740,0.00093039
4,740,0.000845099
4,740,0.000827297
4,744,0.000872657
4,744,0.000900608
4,744,0.000896487
4,744,0.000848079
4,744,0.00091415
4,748,0.000906657
4,748,0.000884846
4,748,0.000876516
4,748,0.000857043
4,748,0.000901811
4,752,0.000968838
4,752,0.000881853
4,752,0.000886015
4,752,0.000878071
4,752,0.000945606
4,756,0.00093023
4,756,0.000894029
4,756,0.000905695
4,756,0.000910031
4,756,0.000884609
4,760,0.0012039
4,760,0.000906239
4,760,0.000923427
4,760,0.000944524
4,760,0.000923109
4,764,0.000907798
4,764,0.000896715
4,764,0.00095051
4,764,0.000928993
4,764,0.000916109
4,768,0.000951994
4,768,0.00101497
4,768,0.000916089
4,768,0.000972913
4,768,0.000941612
4,772,0.00134417
4,772,0.000937836
4,772,0.00096935
4,772,0.000915857
4,772,0.000953355
4,776,0.000970182
4,776,0.000939762
4,776,0.000967429
4,776,0.000934978
4,776,0.000967512
4,780,0.00100987
4,780,0.000977357
4,780,0.00118845
4,780,0.00100066
4,780,0.000950839
4,784,0.00145337
4,784,0.00098293
4,784,0.000996446
4,784,0.000977178
4,784,0.000979193
4,788,0.000966657
4,788,0.000989848
4,788,0.000964515
4,788,0.000990736
4,788,0.000950162
4,792,0.00103917
4,792,0.00101054
4,792,0.000972488
4,792,0.001005
4,792,0.00102767
4,796,0.00102563
4,796,0.00100289
4,796,0.00101148
4,796,0.00100209
4,796,0.00102511
4,800,0.00111419
4,800,0.0010396
4,800,0.0010315
4,800,0.00105218
4,800,0.00107955
4,804,0.0010876
4,804,0.00104601
4,804,0.0010819
4,804,0.00101167
4,804,0.00104689
4,808,0.001093
4,808,0.00105696
4,808,0.00104622
4,808,0.00130557
4,808,0.0010912
4,812,0.00108146
4,812,0.00105851
4,812,0.00105033
4,812,0.00137642
4,812,0.00106202
4,816,0.00159122
4,816,0.00109549
4,816,0.00107793
4,816,0.00107022
4,816,0.00110864
4,820,0.00107346
4,820,0.00108291
4,820,0.0011597
4,820,0.00109238
4,820,0.00105334
4,824,0.00112325
4,824,0.0011453
4,824,0.00113902
4,824,0.00110749
4,824,0.00112524
4,828,0.00165959
4,828,0.00113478
4,828,0.00112673
4,828,0.0011169
4,828,0.00110758
4,832,0.00116527
4,832,0.00113125
4,832,0.001149
4,832,0.00110087
4,832,0.00110306
4,836,0.00113405
4,836,0.00113396
4,836,0.00111483
4,836,0.00113063
4,836,0.00132964
4,840,0.00120059
4,840,0.00126895
4,840,0.00113697
4,840,0.00115936
4,840,0.00117377
4,844,0.00112433
4,844,0.0011787
4,844,0.00112139
4,844,0.00115993
4,844,0.00118611
4,848,0.00117534
4,848,0.00118278
4,848,0.00116112
4,848,0.00119276
4,848,0.00117816
4,852,0.00123508
4,852,0.00146323
4,852,0.00118788
4,852,0.00126892
4,852,0.00125015
4,856,0.00122994
4,856,0.00120596
4,856,0.00121752
4,856,0.00127983
4,856,0.00121797
4,860,0.0015254
4,860,0.00119306
4,860,0.00120806
4,860,0.00130585
4,860,0.00124466
4,864,0.00122518
4,864,0.00125782
4,864,0.00125527
4,864,0.00121599
4,864,0.0012127
4,868,0.00180148
4,868,0.00122691
4,868,0.00142792
4,868,0.00129452
4,868,0.00121694
4,872,0.00138105
4,872,0.00128023
4,872,0.00123011
4,872,0.0012426
4,872,0.00131982
4,876,0.00127856
4,876,0.00127362
4,876,0.00134789
4,876,0.00122107
4,876,0.00147893
4,880,0.00128779
4,880,0.0012524
4,880,0.00127102
4,880,0.00127185
4,880,0.00126514
4,884,0.00126878
4,884,0.00134903
4,884,0.00138736
4,884,0.00132506
4,884,0.00132474
4,888,0.00128484
4,888,0.00130356
4,888,0.0017375
4,888,0.00198125
4,888,0.0018036
4,892,0.00180951
4,892,0.00182866
4,892,0.00174084
4,892,0.00176397
4,892,0.00186659
4,896,0.00186178
4,896,0.00178724
4,896,0.00178532
4,896,0.00181037
4,896,0.00180654
4,900,0.00230151
4,900,0.0017908
4,900,0.00181706
4,900,0.00133747
4,900,0.00160841
4,904,0.00144393
4,904,0.00136117
4,904,0.00137739
4,904,0.0013897
4,904,0.00174096
4,908,0.00199222
4,908,0.00137714
4,908,0.00138873
4,908,0.00138994
4,908,0.00137841
4,912,0.00142947
4,912,0.00145321
4,912,0.00205587
4,912,0.00209513
4,912,0.00217329
4,916,0.00191184
4,916,0.00188696
4,916,0.00204181
4,916,0.00196275
4,916,0.00189808
4,920,0.00198203
4,920,0.00190033
4,920,0.00197729
4,920,0.0019154
4,920,0.00194675
4,924,0.0020058
4,924,0.00197697
4,924,0.00190059
4,924,0.00140128
4,924,0.00147146
4,928,0.00149842
4,928,0.00144927
4,928,0.00149526
4,928,0.00144904
4,928,0.00146422
4,932,0.00153363
4,932,0.00147195
4,932,0.00169805
4,932,0.00146236
4,932,0.00144267
4,936,0.00146923
4,936,0.00148848
4,936,0.00153709
4,936,0.00146399
4,936,0.00194483
4,940,0.00178107
4,940,0.00145354
4,940,0.00145483
4,940,0.00146433
4,940,0.00145604
4,944,0.00152198
4,944,0.00152072
4,944,0.00160328
4,944,0.00153188
4,944,0.00174537
4,948,0.00217077
4,948,0.00158395
4,948,0.00151929
4,948,0.00154839
4,948,0.00151255
4,952,0.00158316
4,952,0.00152906
4,952,0.0015199
4,952,0.00151617
4,952,0.00154714
4,956,0.00151401
4,956,0.00151694
4,956,0.00150579
4,956,0.00151858
4,956,0.0015155
4,960,0.00154862
4,960,0.00206782
4,960,0.00165894
4,960,0.00168604
4,960,0.00163698
4,964,0.00162219
4,964,0.00205433
4,964,0.0015771
4,964,0.00157581
4,964,0.00153838
4,968,0.00162717
4,968,0.00158496
4,968,0.00167745
4,968,0.00159695
4,968,0.00161023
4,972,0.00162849
4,972,0.00157857
4,972,0.00155335
4,972,0.00155617
4,972,0.00157511
4,976,0.00211156
4,976,0.00161258
4,976,0.0018603
4,976,0.00162027
4,976,0.00171687
4,980,0.00161115
4,980,0.00184494
4,980,0.0015938
4,980,0.00162215
4,980,0.00160509
4,984,0.00239599
4,984,0.00165952
4,984,0.00163704
4,984,0.0018006
4,984,0.00165837
4,988,0.001722
4,988,0.001605
4,988,0.00160117
4,988,0.00167268
4,988,0.00185506
4,992,0.00170481
4,992,0.00168067
4,992,0.00171546
4,992,0.00165794
4,992,0.00167033
4,996,0.00170423
4,996,0.00166358
4,996,0.00166114
4,996,0.00170534
4,996,0.00171415
4,1000,0.00170738
4,1000,0.00167453
4,1000,0.0017642
4,1000,0.00168268
4,1000,0.00170768
