p,d,t
2,522,0.000538173
2,524,0.000537122
2,524,0.000515699
2,524,0.000551386
2,524,0.000533684
2,524,0.000653388
2,526,0.000554051
2,526,0.000553225
2,526,0.000522689
2,526,0.000549384
2,526,0.00054476
2,528,0.000576672
2,528,0.000533449
2,528,0.000573602
2,528,0.00069448
2,528,0.000541571
2,530,0.00055232
2,530,0.000547764
2,530,0.00056723
2,530,0.000548447
2,530,0.000536631
2,532,0.000554592
2,532,0.00055578
2,532,0.000581215
2,532,0.000550578
2,532,0.00053907
2,534,0.000599447
2,534,0.000637404
2,534,0.000556443
2,534,0.00058987
2,534,0.000557672
2,536,0.000610878
2,536,0.000585631
2,536,0.000567403
2,536,0.000543147
2,536,0.000642972
2,538,0.000584928
2,538,0.000545045
2,538,0.000563935
2,538,0.000582464
2,538,0.000544225
2,540,0.000608276
2,540,0.000918393
2,540,0.000949336
2,540,0.000615986
2,540,0.000559658
2,542,0.000643151
2,542,0.00058799
2,542,0.000584625
2,542,0.000600463
2,542,0.000598524
2,544,0.000643527
2,544,0.00060427
2,544,0.00062178
2,544,0.000571249
2,544,0.000590568
2,546,0.000629902
2,546,0.000599189
2,546,0.000621967
2,546,0.000573966
2,546,0.000590118
2,548,0.000618242
2,548,0.00059965
2,548,0.000599799
2,548,0.00059269
2,548,0.000566468
2,550,0.000726708
2,550,0.00057828
2,550,0.000603248
2,550,0.000590414
2,550,0.000589736
2,552,0.000598145
2,552,0.000954844
2,552,0.000628059
2,552,0.00076625
2,552,0.000603757
2,554,0.000606447
2,554,0.000632108
2,554,0.000585024
2,554,0.000583553
2,554,0.000599911
2,556,0.00061806
2,556,0.000618274
2,556,0.000631438
2,556,0.000613871
2,556,0.00058895
2,558,0.000620493
2,558,0.000609219
2,558,0.000611034
2,558,0.000596743
2,558,0.000608881
2,560,0.000675393
2,560,0.000608373
2,560,0.00061642
2,560,0.00063121
2,560,0.000595792
2,562,0.000627627
2,562,0.000628642
2,562,0.000720342
2,562,0.000660142
2,562,0.000611524
2,564,0.000629372
2,564,0.000633913
2,564,0.000626009
2,564,0.000633338
2,564,0.000657418
2,566,0.000661989
2,566,0.00068019
2,566,0.000677442
2,566,0.000666269
2,566,0.000614583
2,568,0.00066182
2,568,0.000939029
2,568,0.000995988
2,568,0.000663143
2,568,0.000675988
2,570,0.000729098
2,570,0.000644481
2,570,0.000658335
2,570,0.000616547
2,570,0.000637585
2,572,0.00066658
2,572,0.000714774
2,572,0.00069188
2,572,0.000638837
2,572,0.00069216
2,574,0.000703614
2,574,0.000674724
2,574,0.000680531
2,574,0.000643888
2,574,0.000679647
2,576,0.00066318
2,576,0.000691917
2,576,0.00068989
2,576,0.000664351
2,576,0.000655222
2,578,0.000668506
2,578,0.000687797
2,578,0.000735307
2,578,0.00067405
2,578,0.000713444
2,580,0.000694694
2,580,0.00065719
2,580,0.000711573
2,580,0.000649145
2,580,0.000694733
2,582,0.000687393
2,582,0.00066527
2,582,0.000699436
2,582,0.000663782
2,582,0.000709469
2,584,0.000672588
2,584,0.000686381
2,584,0.000657902
2,584,0.000712893
2,584,0.000678732
2,586,0.000711005
2,586,0.000659799
2,586,0.000731452
2,586,0.000694271
2,586,0.000669696
2,588,0.000692544
2,588,0.000663098
2,588,0.000745868
2,588,0.000659841
2,588,0.000767462
2,590,0.000768334
2,590,0.00067726
2,590,0.000681049
2,590,0.000672228
2,590,0.000704305
2,592,0.000697722
2,592,0.000742061
2,592,0.000694424
2,592,0.00072527
2,592,0.000756381
2,594,0.000756796
2,594,0.000739769
2,594,0.00075631
2,594,0.000777965
2,594,0.000821791
2,596,0.000730794
2,596,0.000721649
2,596,0.000692336
2,596,0.000714846
2,596,0.000721139
2,598,0.000984128
2,598,0.000730105
2,598,0.000733822
2,598,0.000731547
2,598,0.000706166
2,600,0.000738613
2,600,0.000781732
2,600,0.000865675
2,600,0.000739066
2,600,0.000718912
2,602,0.000724348
2,602,0.000776544
2,602,0.000728201
2,602,0.000763027
2,602,0.000778452
2,604,0.000774962
2,604,0.000779533
2,604,0.000740198
2,604,0.000724397
2,604,0.000744955
2,606,0.000751787
2,606,0.000787676
2,606,0.000735246
2,606,0.000724103
2,606,0.000751726
2,608,0.000823565
2,608,0.000749518
2,608,0.000720773
2,608,0.000761162
2,608,0.000724416
2,610,0.000766595
2,610,0.000720179
2,610,0.000732493
2,610,0.0007456
2,610,0.000760025
2,612,0.000807651
2,612,0.000747951
2,612,0.000723337
2,612,0.000781865
2,612,0.000755052
2,614,0.000840975
2,614,0.00080343
2,614,0.0008442
2,614,0.00080594
2,614,0.00085076
2,616,0.00083474
2,616,0.000836008
2,616,0.000744103
2,616,0.000994233
2,616,0.000845262
2,618,0.000909334
2,618,0.000789557
2,618,0.000807304
2,618,0.000791013
2,618,0.0010352
2,620,0.000795717
2,620,0.000806801
2,620,0.000756994
2,620,0.000826155
2,620,0.000816491
2,622,0.000894043
2,622,0.000815807
2,622,0.000818129
2,622,0.000791747
2,622,0.00084637
2,624,0.00077674
2,624,0.000767471
2,624,0.000755406
2,624,0.000801804
2,624,0.000798072
2,626,0.000820797
2,626,0.000756548
2,626,0.000820258
2,626,0.000800688
2,626,0.000832543
2,628,0.00081709
2,628,0.000776907
2,628,0.000762363
2,628,0.000794877
2,628,0.000826261
2,630,0.000836314
2,630,0.000814784
2,630,0.000806941
2,630,0.000846227
2,630,0.000842051
2,632,0.000833805
2,632,0.000799707
2,632,0.000845824
2,632,0.000824
2,632,0.0008079
2,634,0.000906617
2,634,0.000807617
2,634,0.000870174
2,634,0.000891868
2,634,0.000794554
2,636,0.000871553
2,636,0.000965571
2,636,0.000845626
2,636,0.000859483
2,636,0.00087524
2,638,0.000889028
2,638,0.00085497
2,638,0.000821873
2,638,0.000835572
2,638,0.000943495
2,640,0.00111782
2,640,0.000837895
2,640,0.000835478
2,640,0.000880318
2,640,0.000814085
2,642,0.000872991
2,642,0.000829175
2,642,0.000909103
2,642,0.000822248
2,642,0.000935949
2,644,0.000871816
2,644,0.000814099
2,644,0.000859226
2,644,0.000819866
2,644,0.000850297
2,646,0.000883019
2,646,0.000853398
2,646,0.000843145
2,646,0.00107611
2,646,0.000837714
2,648,0.000874638
2,648,0.00130608
2,648,0.00135862
2,648,0.00083021
2,648,0.000870447
2,650,0.000885385
2,650,0.000849418
2,650,0.000885863
2,650,0.000853937
2,650,0.000841785
2,652,0.000918408
2,652,0.000888786
2,652,0.000900054
2,652,0.000862614
2,652,0.000883727
2,654,0.000867753
2,654,0.000927417
2,654,0.000852382
2,654,0.000867815
2,654,0.00084757
2,656,0.000875083
2,656,0.000875237
2,656,0.000902186
2,656,0.000878827
2,656,0.000878079
2,658,0.00167557
2,658,0.000975414
2,658,0.00099244
2,658,0.00112574
2,658,0.000953388
2,660,0.000925447
2,660,0.000867321
2,660,0.000872687
2,660,0.000981024
2,660,0.000866475
2,662,0.000948948
2,662,0.000886425
2,662,0.000914251
2,662,0.000898999
2,662,0.000912427
2,664,0.00102026
2,664,0.000941182
2,664,0.000909298
2,664,0.000919765
2,664,0.000953813
2,666,0.000980084
2,666,0.00091654
2,666,0.000948051
2,666,0.000926285
2,666,0.000933061
2,668,0.000986545
2,668,0.000891938
2,668,0.000935711
2,668,0.00102134
2,668,0.000932663
2,670,0.000912997
2,670,0.000930602
2,670,0.000908264
2,670,0.000999069
2,670,0.000951413
2,672,0.000927179
2,672,0.0010039
2,672,0.000917757
2,672,0.000976673
2,672,0.00102102
2,674,0.000958118
2,674,0.00091769
2,674,0.0010109
2,674,0.000974003
2,674,0.00128631
2,676,0.000948766
2,676,0.000916853
2,676,0.000937223
2,676,0.000944218
2,676,0.00104045
2,678,0.000945136
2,678,0.000938002
2,678,0.000923528
2,678,0.000987136
2,678,0.00099455
2,680,0.00096067
2,680,0.0010216
2,680,0.00100411
2,680,0.00125023
2,680,0.000984132
2,682,0.00103666
2,682,0.00101225
2,682,0.00101577
2,682,0.00105633
2,682,0.00101498
2,684,0.00103484
2,684,0.000986376
2,684,0.000985325
2,684,0.000950484
2,684,0.00102117
2,686,0.00101774
2,686,0.00101495
2,686,0.00109517
2,686,0.000971324
2,686,0.000975737
2,688,0.00102452
2,688,0.000984387
2,688,0.000997421
2,688,0.000958542
2,688,0.00109826
2,690,0.00116209
2,690,0.00103277
2,690,0.000971862
2,690,0.000988942
2,690,0.000965057
2,692,0.00106918
2,692,0.000982425
2,692,0.0012835
2,692,0.0011528
2,692,0.00100311
2,694,0.00136959
2,694,0.00102468
2,694,0.00113235
2,694,0.00102705
2,694,0.00100937
2,696,0.00102212
2,696,0.00105105
2,696,0.00100932
2,696,0.000983552
2,696,0.000993771
2,698,0.00106774
2,698,0.00107425
2,698,0.00103586
2,698,0.00103045
2,698,0.00102092
2,700,0.00103353
2,700,0.00105696
2,700,0.00105657
2,700,0.000988549
2,700,0.00106805
2,702,0.0011493
2,702,0.00103546
2,702,0.00102037
2,702,0.00111389
2,702,0.00102137
2,704,0.00110932
2,704,0.00111838
2,704,0.0011343
2,704,0.00104945
2,704,0.00102629
2,706,0.00109638
2,706,0.0010884
2,706,0.00102092
2,706,0.0010872
2,706,0.00109979
2,708,0.00107871
2,708,0.00108978
2,708,0.00105814
2,708,0.00107923
2,708,0.00104706
2,710,0.00109945
2,710,0.00108547
2,710,0.00106806
2,710,0.00105046
2,710,0.0010786
2,712,0.00111595
2,712,0.00107547
2,712,0.0010939
2,712,0.00105053
2,712,0.0013468
2,714,0.00116424
2,714,0.00110442
2,714,0.00107047
2,714,0.0010995
2,714,0.00114682
2,716,0.00110134
2,716,0.00108167
2,716,0.00109797
2,716,0.00110551
2,716,0.00112064
2,718,0.00111404
2,718,0.00109034
2,718,0.00120939
2,718,0.00110116
2,718,0.00116576
2,720,0.00114713
2,720,0.00109544
2,720,0.00109969
2,720,0.00114262
2,720,0.00110641
2,722,0.00117847
2,722,0.00114193
2,722,0.00112112
2,722,0.00110747
2,722,0.00109894
2,724,0.00119105
2,724,0.00112294
2,724,0.00109918
2,724,0.0010928
2,724,0.00114684
2,726,0.00153081
2,726,0.00153879
2,726,0.00111146
2,726,0.00116241
2,726,0.0011376
2,728,0.00115004
2,728,0.00112465
2,728,0.00107642
2,728,0.00113493
2,728,0.00108562
2,730,0.00115317
2,730,0.00109248
2,730,0.00116405
2,730,0.00116522
2,730,0.00123052
2,732,0.00115342
2,732,0.00114129
2,732,0.00115912
2,732,0.00113312
2,732,0.00126132
2,734,0.00118273
2,734,0.00113391
2,734,0.00119881
2,734,0.00116272
2,734,0.00115755
2,736,0.00115824
2,736,0.00113694
2,736,0.00115664
2,736,0.00113843
2,736,0.00111205
2,738,0.00120782
2,738,0.00119082
2,738,0.00119813
2,738,0.00123577
2,738,0.00115891
2,740,0.00118253
2,740,0.00121893
2,740,0.00115397
2,740,0.00116682
2,740,0.00114426
2,742,0.00128662
2,742,0.00125196
2,742,0.00122332
2,742,0.00122432
2,742,0.00116734
2,744,0.00134454
2,744,0.00173462
2,744,0.00172964
2,744,0.00116735
2,744,0.00118631
2,746,0.00127116
2,746,0.00120692
2,746,0.00120575
2,746,0.00124724
2,746,0.00121205
2,748,0.00124141
2,748,0.00118614
2,748,0.00117891
2,748,0.00119575
2,748,0.00127131
2,750,0.00162782
2,750,0.00128552
2,750,0.00128059
2,750,0.00125832
2,750,0.00130242
2,752,0.00133622
2,752,0.00128171
2,752,0.00152119
2,752,0.00125705
2,752,0.00124065
2,754,0.001316
2,754,0.00165824
2,754,0.00123724
2,754,0.00118416
2,754,0.00119495
2,756,0.00129128
2,756,0.00122279
2,756,0.00118165
2,756,0.00121478
2,756,0.00117575
2,758,0.00132344
2,758,0.00142244
2,758,0.00121744
2,758,0.00120684
2,758,0.00125168
2,760,0.00122114
2,760,0.00119088
2,760,0.00131792
2,760,0.00131357
2,760,0.00120035
2,762,0.00124762
2,762,0.00134928
2,762,0.00162148
2,762,0.0012529
2,762,0.00127351
2,764,0.00128584
2,764,0.00120206
2,764,0.0012565
2,764,0.00123734
2,764,0.00124764
2,766,0.00143678
2,766,0.00129867
2,766,0.00132504
2,766,0.00127397
2,766,0.00133047
2,768,0.00142788
2,768,0.00123617
2,768,0.001299
2,768,0.00129916
2,768,0.00128307
2,770,0.00132427
2,770,0.00131727
2,770,0.00126464
2,770,0.00138474
2,770,0.00129682
2,772,0.00129561
2,772,0.00132364
2,772,0.00127601
2,772,0.00129034
2,772,0.00129914
2,774,0.00172532
2,774,0.0012859
2,774,0.00134969
2,774,0.00126286
2,774,0.00124721
2,776,0.00126829
2,776,0.00169312
2,776,0.00130347
2,776,0.0013367
2,776,0.00134012
2,778,0.00132134
2,778,0.00139822
2,778,0.00136713
2,778,0.0013362
2,778,0.00130649
2,780,0.0013332
2,780,0.00129125
2,780,0.00133375
2,780,0.00128145
2,780,0.00131134
2,782,0.00137901
2,782,0.00141079
2,782,0.00133625
2,782,0.00151949
2,782,0.00131011
2,784,0.00207371
2,784,0.00137432
2,784,0.00136703
2,784,0.00142153
2,784,0.00131355
2,786,0.00135023
2,786,0.00135539
2,786,0.00142579
2,786,0.00139203
2,786,0.00138261
2,788,0.00144943
2,788,0.00138311
2,788,0.00131886
2,788,0.00143669
2,788,0.00140829
2,790,0.00144267
2,790,0.00149611
2,790,0.00136107
2,790,0.00134123
2,790,0.00140506
2,792,0.00144167
2,792,0.00168932
2,792,0.00136272
2,792,0.00138607
2,792,0.00140619
2,794,0.00141898
2,794,0.00141703
2,794,0.00142173
2,794,0.00142503
2,794,0.00138787
2,796,0.00190356
2,796,0.00137079
2,796,0.00134558
2,796,0.00137696
2,796,0.00136052
2,798,0.00145678
2,798,0.00142555
2,798,0.00145105
2,798,0.00139612
2,798,0.00142547
2,800,0.00138466
2,800,0.00141176
2,800,0.00139234
2,800,0.00137701
2,800,0.00134926
2,802,0.00149808
2,802,0.00139754
2,802,0.00144553
2,802,0.00147539
2,802,0.00181312
2,804,0.00154583
2,804,0.00139345
2,804,0.00145275
2,804,0.00150115
2,804,0.00142375
2,806,0.00144451
2,806,0.00150157
2,806,0.00142412
2,806,0.00150137
2,806,0.00141047
2,808,0.00147869
2,808,0.00142522
2,808,0.00140622
2,808,0.00144065
2,808,0.0013864
2,810,0.00152197
2,810,0.00156048
2,810,0.00189531
2,810,0.0014443
2,810,0.00144677
2,812,0.00148278
2,812,0.00147095
2,812,0.00148936
2,812,0.00141906
2,812,0.00151338
2,814,0.00150238
2,814,0.00142851
2,814,0.00146144
2,814,0.00147026
2,814,0.00142862
2,816,0.00147189
2,816,0.00146415
2,816,0.00145889
2,816,0.00147305
2,816,0.00149607
2,818,0.00193484
2,818,0.0015176
2,818,0.00148228
2,818,0.00147902
2,818,0.0014589
2,820,0.00151301
2,820,0.00151501
2,820,0.0014894
2,820,0.00144232
2,820,0.00147586
2,822,0.0014757
2,822,0.00146762
2,822,0.00155476
2,822,0.00144689
2,822,0.00148942
2,824,0.00152975
2,824,0.00161793
2,824,0.00142481
2,824,0.00146715
2,824,0.00155607
2,826,0.0016758
2,826,0.00153104
2,826,0.00148622
2,826,0.00157216
2,826,0.00148885
2,828,0.0015703
2,828,0.00147665
2,828,0.00160219
2,828,0.00160788
2,828,0.00150976
2,830,0.00166021
2,830,0.00157387
2,830,0.00151778
2,830,0.00147449
2,830,0.00155682
2,832,0.00149575
2,832,0.00152321
2,832,0.00153907
2,832,0.00148658
2,832,0.00161249
2,834,0.00150862
2,834,0.00181818
2,834,0.00154612
2,834,0.00153726
2,834,0.00155178
2,836,0.00157883
2,836,0.00151847
2,836,0.00159017
2,836,0.00155613
2,836,0.00154896
2,838,0.00156949
2,838,0.00164099
2,838,0.00160206
2,838,0.00178975
2,838,0.0016042
2,840,0.00218501
2,840,0.00164652
2,840,0.00159303
2,840,0.00190331
2,840,0.00151999
2,842,0.00161484
2,842,0.00156194
2,842,0.00160764
2,842,0.00158409
2,842,0.00160278
2,844,0.00156197
2,844,0.00155862
2,844,0.00167351
2,844,0.00154201
2,844,0.0016376
2,846,0.00171313
2,846,0.00167561
2,846,0.00178513
2,846,0.00153844
2,846,0.00154713
2,848,0.00165114
2,848,0.00155969
2,848,0.00153529
2,848,0.00156423
2,848,0.00196118
2,850,0.00241408
2,850,0.00159433
2,850,0.00165809
2,850,0.001657
2,850,0.00157816
2,852,0.00161608
2,852,0.00159955
2,852,0.0017469
2,852,0.00157462
2,852,0.00200585
2,854,0.00160398
2,854,0.00157724
2,854,0.00174617
2,854,0.00161513
2,854,0.00171
2,856,0.00169281
2,856,0.00241955
2,856,0.00240367
2,856,0.00154948
2,856,0.00173076
2,858,0.00161985
2,858,0.00172039
2,858,0.00172044
2,858,0.00162423
2,858,0.0016589
2,860,0.00223851
2,860,0.0016807
2,860,0.00163188
2,860,0.00162224
2,860,0.00162889
2,862,0.0017597
2,862,0.0017092
2,862,0.00178208
2,862,0.00177184
2,862,0.00165993
2,864,0.0018601
2,864,0.00172118
2,864,0.00179946
2,864,0.00168297
2,864,0.00172168
2,866,0.00167995
2,866,0.00160459
2,866,0.00161854
2,866,0.00166891
2,866,0.00169354
2,868,0.00166472
2,868,0.0017206
2,868,0.00164402
2,868,0.00162456
2,868,0.00164294
2,870,0.00167255
2,870,0.00165811
2,870,0.00168547
2,870,0.00167194
2,870,0.00167793
2,872,0.0016314
2,872,0.00172152
2,872,0.00165291
2,872,0.0016384
2,872,0.00163768
2,874,0.00174654
2,874,0.0016752
2,874,0.00165818
2,874,0.00175155
2,874,0.00167284
2,876,0.00180535
2,876,0.00169647
2,876,0.00162505
2,876,0.0017017
2,876,0.00186147
2,878,0.00177318
2,878,0.00174749
2,878,0.00164975
2,878,0.00175191
2,878,0.00174739
2,880,0.00235736
2,880,0.00175387
2,880,0.00172394
2,880,0.00168977
2,880,0.00169459
2,882,0.00189493
2,882,0.0017324
2,882,0.00170439
2,882,0.0017429
2,882,0.00190033
2,884,0.00177335
2,884,0.00165617
2,884,0.00177266
2,884,0.00169729
2,884,0.00167114
2,886,0.00177318
2,886,0.00179313
2,886,0.00178569
2,886,0.00173846
2,886,0.00187209
2,888,0.00175478
2,888,0.00174897
2,888,0.0017852
2,888,0.00174668
2,888,0.00173177
2,890,0.00190934
2,890,0.00179372
2,890,0.00185742
2,890,0.0018674
2,890,0.00187721
2,892,0.00179681
2,892,0.00175108
2,892,0.00176397
2,892,0.00177545
2,892,0.0017404
2,894,0.00233905
2,894,0.00279389
2,894,0.00262638
2,894,0.00182748
2,894,0.00178364
2,896,0.00181451
2,896,0.00183935
2,896,0.00187531
2,896,0.00178074
2,896,0.00176327
2,898,0.00188782
2,898,0.00186413
2,898,0.00182602
2,898,0.00179269
2,898,0.00182097
2,900,0.00234901
2,900,0.0018074
2,900,0.00180487
2,900,0.00195253
2,900,0.00184943
2,902,0.00183199
2,902,0.00181284
2,902,0.00178307
2,902,0.00180001
2,902,0.00183994
2,904,0.00190405
2,904,0.00180346
2,904,0.00196076
2,904,0.00174231
2,904,0.00175415
2,906,0.00192357
2,906,0.00185186
2,906,0.00197153
2,906,0.00195572
2,906,0.00183304
2,908,0.00186252
2,908,0.00188197
2,908,0.00195117
2,908,0.00185323
2,908,0.00188706
2,910,0.00189581
2,910,0.0019726
2,910,0.00208662
2,910,0.00187085
2,910,0.00183433
2,912,0.00183655
2,912,0.00192102
2,912,0.00186474
2,912,0.00180343
2,912,0.00185991
2,914,0.0019175
2,914,0.00189698
2,914,0.00201717
2,914,0.00192496
2,914,0.00185683
2,916,0.00184916
2,916,0.001854
2,916,0.00189465
2,916,0.00190047
2,916,0.00186406
2,918,0.00210607
2,918,0.00190402
2,918,0.00204717
2,918,0.00194246
2,918,0.00185124
2,920,0.00252669
2,920,0.00182854
2,920,0.00185157
2,920,0.0018604
2,920,0.00196495
2,922,0.00196626
2,922,0.00189878
2,922,0.00186364
2,922,0.00205459
2,922,0.00189644
2,924,0.00197176
2,924,0.00200464
2,924,0.00187648
2,924,0.00191574
2,924,0.00189684
2,926,0.0022412
2,926,0.00191698
2,926,0.00190901
2,926,0.00206577
2,926,0.00189681
2,928,0.00195289
2,928,0.00200499
2,928,0.00194448
2,928,0.00192309
2,928,0.00195921
2,930,0.00203518
2,930,0.00199208
2,930,0.00198001
2,930,0.00201551
2,930,0.00194568
2,932,0.00194982
2,932,0.00190465
2,932,0.00191759
2,932,0.00189164
2,932,0.00200156
2,934,0.00205317
2,934,0.00199826
2,934,0.00195921
2,934,0.00192103
2,934,0.00194518
2,936,0.00192982
2,936,0.00243867
2,936,0.0019868
2,936,0.00190908
2,936,0.0020306
2,938,0.00200999
2,938,0.00206501
2,938,0.00212547
2,938,0.00210938
2,938,0.00199037
2,940,0.00261194
2,940,0.00204154
2,940,0.00196065
2,940,0.00197244
2,940,0.0019607
2,942,0.00213824
2,942,0.00197075
2,942,0.00199417
2,942,0.0022126
2,942,0.00201699
2,944,0.00202026
2,944,0.00196738
2,944,0.00199472
2,944,0.00197095
2,944,0.00208297
2,946,0.00202288
2,946,0.00193944
2,946,0.00196877
2,946,0.00196366
2,946,0.00201285
2,948,0.00203941
2,948,0.00229976
2,948,0.00199958
2,948,0.00220289
2,948,0.0020433
2,950,0.00210641
2,950,0.00205144
2,950,0.00205883
2,950,0.00203952
2,950,0.0020727
2,952,0.00241737
2,952,0.00197116
2,952,0.00202806
2,952,0.00197907
2,952,0.00200117
2,954,0.002187
2,954,0.00204157
2,954,0.00212099
2,954,0.00206073
2,954,0.00207585
2,956,0.00210288
2,956,0.00210785
2,956,0.00206764
2,956,0.00220154
2,956,0.00206596
2,958,0.00281989
2,958,0.00214212
2,958,0.00212013
2,958,0.00207526
2,958,0.0021892
2,960,0.00221393
2,960,0.00213711
2,960,0.00209521
2,960,0.00213659
2,960,0.00221926
2,962,0.00217089
2,962,0.00209418
2,962,0.00208841
2,962,0.00219528
2,962,0.00218747
2,964,0.0021264
2,964,0.00204016
2,964,0.00259744
2,964,0.00212153
2,964,0.00210432
2,966,0.00213132
2,966,0.00208284
2,966,0.00220291
2,966,0.0021126
2,966,0.00209554
2,968,0.00253448
2,968,0.00216027
2,968,0.00209858
2,968,0.00208565
2,968,0.00208424
2,970,0.00213972
2,970,0.00217622
2,970,0.00215912
2,970,0.00241486
2,970,0.00216119
2,972,0.00216196
2,972,0.00217192
2,972,0.00212779
2,972,0.00254262
2,972,0.00225137
2,974,0.00216132
2,974,0.00223198
2,974,0.00214056
2,974,0.00222572
2,974,0.00212191
2,976,0.00284138
2,976,0.00225531
2,976,0.00213935
2,976,0.00206848
2,976,0.00215698
2,978,0.00235135
2,978,0.00217944
2,978,0.00294497
2,978,0.00225249
2,978,0.00238291
2,980,0.00224487
2,980,0.00221888
2,980,0.00211996
2,980,0.00217002
2,980,0.00222347
2,982,0.00222303
2,982,0.00213923
2,982,0.00216467
2,982,0.00228909
2,982,0.00224768
2,984,0.0022581
2,984,0.00218651
2,984,0.00214304
2,984,0.00212721
2,984,0.00240228
2,986,0.00229976
2,986,0.00234631
2,986,0.00228808
2,986,0.00231807
2,986,0.00281816
2,988,0.00220487
2,988,0.00325198
2,988,0.00319133
2,988,0.00223852
2,988,0.00225321
2,990,0.00223323
2,990,0.00224732
2,990,0.00222304
2,990,0.0030709
2,990,0.00223859
2,992,0.00225214
2,992,0.00221232
2,992,0.00219654
2,992,0.00240347
2,992,0.00221817
2,994,0.00298837
2,994,0.00265592
2,994,0.00223565
2,994,0.00330119
2,994,0.00246476
2,996,0.00245969
2,996,0.00233972
2,996,0.00257127
2,996,0.00260647
2,996,0.00221939
2,998,0.00247297
2,998,0.00222935
2,998,0.00225247
2,998,0.00236213
2,998,0.00243905
2,1000,0.00248978
2,1000,0.00248869
2,1000,0.00230173
2,1000,0.00272391
2,1000,0.00225459
